Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,Id,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
The Spice and Herb Bible: A Cook's Guide,"The new edition of the IACP-award-winning book on spice. Cooks everywhere use spices and herbs to enhance food flavors and to create new taste combinations and sensations. From bay leaves to lemongrass to vanilla beans, a well-stocked kitchen must have a wide selection of herbs and spices. This expanded and completely revised new edition is the culmination of Ian Hemphill's lifelong experience in the spice industry. It is a fascinating and authoritative guide. Hemphill describes a wide range of global herbs and spices used in modern kitchens either alone or in wonderful blends. He completely demystifies the art of combining herbs and spices and home cooks can meet and enjoy a world of flavors previously found only at internationally inspired restaurants. He provides the ""inside story"" based on his extensive experience in this ancient and stimulating industry. The third edition features 6 new spice entries (for a total of 97), 102 new recipes, 33 new curry spice blends and 17 new spice blends. There is also a new and fascinating section, ""Travels in the Spice Trade,"" that includes his personal anecdotes and travel stories. The interior pages have been completely redesigned and reorganized with full color throughout. All the entries are listed alphabetically with a detailed color photo of every herb and spice. There are also comprehensive and handy storage suggestions with details for every herb and spice. A full-circle culinary experience in the world of herbs and spices, this new edition is still the definitive reference in its field.","['Ian Hemphill', 'Kate Hemphill']",http://books.google.com/books/content?id=1qvnoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=1qvnoAEACAAJ&dq=The+Spice+and+Herb+Bible:+A+Cook%27s+Guide&hl=&cd=1&source=gbs_api,Robert Rose,2014-08-05,http://books.google.nl/books?id=1qvnoAEACAAJ&dq=The+Spice+and+Herb+Bible:+A+Cook%27s+Guide&hl=&source=gbs_api,['Cooking'],,0778800474,,A6E229KZL9UCA,"Kim L. Sim ""puipui96""",5/8,5.0,1178323200,A must have in every kitchen!,"If you are one of those who loves cooking or you cook with passion, this book is a must in your kitchen. Filled with beautiful colour illustrations, this book gives a comprehensive guide to using herbs and spices to spice up your cooking. The extensive research and a variety of different names in different languages (I was very impressed to find the local name of ginger in Malay language, a language not widely spoken) just show how dedicated and passionate the author(s) is about what is written in this book. For the reader, you know you are getting quality facts that will help to enhance your cooking and satistfy your taste buds."
NOSTROMO (Bantam Classic),"Set in the fictional South American country of Costaguana, this classic story of revolution, deception, and self-betrayal centers on Nostromo, a handsome Italian sailor who, like Costaguana, is being consumed by secret guilt and corruption",['Joseph Conrad'],http://books.google.com/books/content?id=unS3iIwdJ1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=unS3iIwdJ1oC&q=NOSTROMO+(Bantam+Classic)&dq=NOSTROMO+(Bantam+Classic)&hl=&cd=1&source=gbs_api,Bantam Classics,1989-04,http://books.google.com/books?id=unS3iIwdJ1oC&dq=NOSTROMO+(Bantam+Classic)&hl=&source=gbs_api,['Fiction'],5.0,0553213598,,A67NO0TFRCNK1,Dr Tathata,0/0,5.0,1326412800,Lay Not Up Your Treasure,"Joseph Conrad had a few things in common with 'Our Man', Nostromo, one of the compelling characters of his little morality tale resonating with metaphorical reverberations that just expand in circles to infinity. He became an orphan at a relatively early age, and went to sea at the age of 14. English was like, the 5th language he learned, and yet, his talent as a writer and story teller and poser of complex unanswerable questions places him among the most gifted in the tradition of world literature.Like 12:34 ""For where your treasure is, there your heart will be also.""The earliest civilizations may have evolved to brew beer--but it is true that the stability and longevity of a civilization owes itself to the harmony and balance of it's capitalization. Some primate anthropologists once dumped a truckload of bananas in a clearing in the forest, and the social order of the Apes broke down completely. Instead of the ragged system of social checks and balances, the Alpha male climbed up on top of the pile and took possession of the bananas, his close associates then handed out the bananas according to the status of the other members of the social order. Those with the least status were teased and tormented. The Alpha male was particularly generous to the young females he courted. All it took to upset millions of years of complex primate social evolution was a truckload of bananas.Guano, of course, is also a valuable commodity, for fertilizer, it stains many a rocky outcrop white, and of course, Costaguana seems to have an inverted meaning from Costa Rico. However, Rico it may be, because of the silver mine, but no form of lasting social order ever seems to prevail. Trying to find the right balance between the production of silver, attracting foreign investment, and establishing social and economic progress is difficult when you are surrounded by competing brutes who all want the goose that laid the silver eggs for themselves. The present owner of the goose might just blow it all up to kingdom come. And the one man who might be counted upon to prevail in such chaos, comes to realize his own value, his own significance, is not really set as high as he had anticipated by whom he has served both faithfully, and heroically. What is 'treasure', after all? What is the quality of high value? In the end, the love that Nostromo finds seems more valuable than gold, forget the cache of silver. And yet, accidents can happen. All roads lead to the graveyard. Nobody takes it with them. So, what shall it profit a man if he gains the whole world, if he loses his soul?Conrad, once again, has found a situation, and a story that asks fundamental questions about the nature of 'value', and competition, and collaboration, and self interest, and what it takes to find balance and harmony among competing forces. He invests fully realized figures with character. His style is unusual, and somewhat fragmented in it's modular structure, yet there are times when he paints long flowing pictures that almost seem to spring to life. There is a certain magic in what he seems to be able to accomplish. He is a spellbinder, an effortless master of the psychology of piquing interest and attaching it to the storyteller's tellingI first read the novel more than 30 years ago, but re-read it recently, and was even more impressed on my second reading, with both his skill and the depth of his story. Conrad has always been one of my favorite authors, and Nostromo is one of his greatest achievements. He was a pioneer of the 'modern' novel, and his interest in verisimilitude, in asking difficult questions trump any hope for happy endings--Conrad has a dark view of human nature, and Nostromo, the novel, is an exercise in showing what it takes to corrupt the treasure of a good human nature. In the case of Nostromo, it was simply not being revered by men for whom he had risked everything. Conrad seems to be continually asking: where CAN you lay up your treasures where dust and moths will not corrupt?"
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,A11B0304558TUX,C. Squires,0/0,5.0,1322179200,"Great book, beautiful binding","When the book came in, it was in perfect condition. It was a gift for my girlfriend because she loves Pride and Prejudice as well as books with classic and artful bindings. It was a perfect gift and I plan on buying the collection."
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,A9ZZSW4O5X7XZ,"Web Designer ""Glisson""",2/5,5.0,1265414400,Excellent Purchase!,Purchased this book as one of my daughter's Christmas gifts. It was a huge hit...she just loved it. The book arrived on time and in perfect condition!
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,AIKG7HEEIGQHX,Adele,3/5,5.0,1085529600,Pride and Prejudice,"This is an amazing book; when I read it I just can't seem to put it down. This edition which is published by ""Penguin Classics"" proves to be a wonderful read because of the information included in the back.Ms. Jane Austen does an impeccable job of describing the characters in the story. Each one has their own distinct personality which is part of what makes this book such a classic. Mrs. Bennet is especially cute, the way that she is always talking about the fact that she'd like her daughters to marry, and seems to think that it would prove to be the pinnacle of her life if one of them married into wealth. When Mr. Collins comes into the picture and decides to marry Charlotte, he can't stop praising the house in which will one day be his.This is where the book really picks up. At the conclusion of volume one, an individual is left only to imagine what could possibly be happening with Mr. Bingley and his beloved Jane.In this charming love story, two people learn to ""get over themselves"" and develop feelings for one another."
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,A35O30UHOH7P90,"Robert U. Hablutzel ""It Is Written""",0/4,3.0,1297382400,Slow and Plodding,"Sorry, I don't want to step on any toes, but I found Pride & Prejudice to be slow and plodding. In fact, I finished it only for the sake of doing so. Since it was written by a woman and is told primarily from a woman's perspective, given its considerable popularity I can only assume that it is enjoyed more by women than by men. If it wasn't a classic I might even have given it two stars (and I enjoy many of the classics very much)."
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,AM3Z85H5Y11G8,Kimberley,2/2,5.0,1162512000,"Loved it, a gift to remember",I know that my daughter will always remember getting this lovely book on her 18th birthday. A beautifully bound and illustrated edition of a classic story.
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,,,5/9,4.0,1130371200,"Better than I expected.... (please try to excuse typos, my keyboard sticks badly)","When I was in fourth grade I picked up this book as a christmas present from my teacher. I still to this day cannot believe I chose this over ""The Neverending Story"", which I still haven't read but seems more down my alley. I got to page 50, then stopped. I can't imagine I understood most of that as a fourth grader, but anyway a few weeks ago I found it along with a few other adbandoned books from my elementary years. Now, as a 7th grader and a hopeless romantic devoloped through the years, I figured I could give it a shot, though my expectations weren't high. Well. This book was very good. I have to say I oly got up to page 110, I think, but what I have read was fantasticly (sp?) written. However, I'm more of a sci-fci, fantasy, adventure kind of reader, preferring classics like Black Beauty (did I mention horse nut?) and Watership Down, though I don't kow if that's considered a classic... Anyway, I also don't think I understood it as well as I could have and I seriously did not want to blemish my idea of this book, so I ould strt fresh in maybe another year or two. Who knows, maybe I'll even give it another go before 7th grade ends! But I'd like to say, if you're an older reader who can understand this sort of thing well, you can put up with a slow start, and enjoy classic works then this is the book for you! Thanks for reading!"
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,,,0/0,4.0,931996800,Give it a chance- it grows on you!,"When I first heard I had to read this book over the summer for English class (I'm a junior), I had heard it wasn't that great, and it didn't look to be much fun either. I love reading, but this book just seemed a bit boring. Well, once I began reading it, my opinion drastically changed. It is so well-written. The characters are so real- granted, some are a bit exaggerated, but that seems to be Austen's point...exaggerating the faults of society. The tension between Elizabeth and Darcy, and the subplots with the other characters draw together a fine novel. I also completely enjoyed the fact that there was not a lot of description in the book; it let you form your own opinion of how the settings and characters looked. Do yourself a favor and READ THIS BOOK! And don't have a preconcieved prejudice about it like I did..."
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,A2DSH3INSJV6BT,Michaela,0/0,4.0,1357948800,Great book...,"I had wanted to read this book for quite some time now, and I'm glad I finally got the chance to. It is a good piece, which I very much enjoyed. For me, it didn't totally live up to my expectations of it, but I found it very enjoyable to read. And I can't wait to read more of Jane Austen's books..."
Pride & Prejudice (Penguin Classics),"In a timely update of Jane Austen's Pride and Prejudice, National Book Award finalist Ibi Zoboi skillfully balances cultural identity, class, and gentrification against the heady magic of first love in her vibrant reimagining of this beloved classic. A smart, funny, gorgeous retelling starring all characters of color. Zuri Benitez has pride. Brooklyn pride, family pride, and pride in her Afro-Latino roots. But pride might not be enough to save her rapidly gentrifying neighborhood from becoming unrecognizable. When the wealthy Darcy family moves in across the street, Zuri wants nothing to do with their two teenage sons, even as her older sister, Janae, starts to fall for the charming Ainsley. She especially can’t stand the judgmental and arrogant Darius. Yet as Zuri and Darius are forced to find common ground, their initial dislike shifts into an unexpected understanding. But with four wild sisters pulling her in different directions, cute boy Warren vying for her attention, and college applications hovering on the horizon, Zuri fights to find her place in Bushwick’s changing landscape, or lose it all. ""Zoboi skillfully depicts the vicissitudes of teenage relationships, and Zuri’s outsize pride and poetic sensibility make her a sympathetic teenager in a contemporary story about race, gentrification, and young love."" (Publishers Weekly, ""An Anti-Racist Children's and YA Reading List"")",['Ibi Zoboi'],http://books.google.com/books/content?id=ZV9DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZV9DDwAAQBAJ&printsec=frontcover&dq=Pride&hl=&cd=1&source=gbs_api,HarperCollins,2018-09-18,https://play.google.com/store/books/details?id=ZV9DDwAAQBAJ&source=gbs_api,['Young Adult Fiction'],17.0,0141804459,,A2T6RWGHT3DIDH,"Suzanne E. Anderson ""Author""",2/2,5.0,1041206400,My Introduction to Jane Austen,"This is the first novel of Jane Austen that I've read, and I began here because it is such an often quoted novel....and I wasn't disappointed. Granted, I am forty years old....most begin reading JA when they are girls, but I am happy to say that my advanced age did not spoil my enjoyment of the novel.Jane Austen is a superb storyteller with a wonderful sense of humor and insight into the social conventions of her era and the timeless and often humorous relations between men and women.By the time I finished the last page and saw Elizabeth and Mr. Darcy happily married, I sighed and then immediately picked up another Jane Austen novel to read....and intend to continue doing so until I've read all of her novels and hopefully the biography by Carol Shields.Other reviewers will tell you more about the plot....I want to convey the enjoyment you will recieve by reading Jane Austen. Yes there are happy endings....but there is also a lively social satire, conveyed through dialogue and narration, and writing that is beautifully crafted into plots that keep you turning the pages. So start with Pride and Prejudice....and begin a life-long love affair with a great author."
Chi Kung for Beginners,"Describes the history, principles, guidelines, instructions, and health benefits of Qi gong, a Chinese meditative exercise.",['Stanley D. Wilson'],http://books.google.com/books/content?id=P8PVbYywxCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=P8PVbYywxCEC&printsec=frontcover&dq=Chi+Kung+for+Beginners&hl=&cd=1&source=gbs_api,Sterling Publishing Company,2007,http://books.google.com/books?id=P8PVbYywxCEC&dq=Chi+Kung+for+Beginners&hl=&source=gbs_api,['Health & Fitness'],1.0,0738704199,,A1T6PXM2M3N84A,Harold McFarland,13/13,4.0,1083456000,"A Chi Kung primer, theory and exercises for the beginner","Chi energy, the universal energy that permeates the universe, can be accessed for health, physical energy, and spiritual energy by anyone willing to regularly perform a few simple exercises. This is the basis for the book &quot;Chi Kung for Beginners&quot;. Chi Kung is the Chinese science of how to access and use this energy. Instead of lacking physical and mental energy you will learn to access boundless energy almost effortlessly. Besides the details of several specific techniques, the book also has an appendix that covers the most important figures in the history of Chi Kung as well as various theoretical foundations. For the beginner to Chi Kung this provides a sound basic understanding without a lot of fluff or diversions to other unrelated topics that is common in so many books of this type. &quot;Chi Kung for Beginners&quot; is a recommended read."
"Professional Windows DNA: Building Distributed Web Applications with VB, COM+, MSMQ, SOAP, and ASP",,['K. V. Hariharan'],http://books.google.com/books/content?id=7aMeAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=7aMeAQAAMAAJ&q=Professional+Windows+DNA:+Building+Distributed+Web+Applications+with+VB,+COM+,+MSMQ,+SOAP,+and+ASP&dq=Professional+Windows+DNA:+Building+Distributed+Web+Applications+with+VB,+COM+,+MSMQ,+SOAP,+and+ASP&hl=&cd=1&source=gbs_api",,2003,"http://books.google.nl/books?id=7aMeAQAAMAAJ&dq=Professional+Windows+DNA:+Building+Distributed+Web+Applications+with+VB,+COM+,+MSMQ,+SOAP,+and+ASP&hl=&source=gbs_api",['Containerization'],,B0000B0T0C,,A26RTSDLFLCCQ4,Muhammad Zahalqa,18/18,5.0,971827200,A Practical Windows DNA Workshop in a Book,"I have read, reviewed or skimmed through every book written about Windows DNA/COM from WROX, MSPRESS, AW and others. If you ever wanted to master the DNA architecture then definitely this is the book for you. In a well written book the authors explain the why, when and how of distributed application development with Windows DNA architecture. The subject matter begins with the obvious COM and n-tier architecture, which will ease the beginners in. Afterwards the plot thickens as more advanced areas are covered, like COM+ services, universal data access, XML and SOAP. The book is also great on the practical side as the theory is put to practice in a series of sample applications exploring the architectural ideas and techniques of implementation. This book builds and enhances the ideas first explored in the book ""Professional MTS and MSMQ Programming with VB and ASP"", and in contrast to that book you will find here a more robust, detailed and mature coverage of the subject matter.A must book for visual basic developers working on distributed or web based applications. If you are a C++ guy then although the book is VB oriented, you still will find important insight into the architecture, services and methodology that comprise the DNA archetiture."
Lie Down with Lions,,,,,,,,,,B000DEN1G8,,A1UXZNWDFWYA5U,S. Gordon,0/1,4.0,1345420800,Great as usual !!!,"This book falls along lines of some of his greats IE: Eye of the Needle and Triple.It defiantly got real when he brings a pregnant women into the picture in the harsh Afghanistan environment.Nice tangle of love and war.Happy endings never hurt.Looking forward to cracking another ""Ken Book"" open.Derek Mace"
"Apollyon: Left Behind, Volume 5","As the world's thousands of believers gather in Jerusalem for a stadium rally, the Tribulation Force struggles with their own personal crises. Newspaper reporter Buck Williams and his wife, Chloe, question whether or not they should have a child when the future of the world is so uncertain. Meanwhile, Rayford Steele discovers the shocking truth about his wife, Amanda. Nicolae Carpathia continues his rise to power, forcing believers underground. But Nicolae isn't prepared for a plague of scorpion-like locusts tormenting his followers—with a pain so horrible that men try to kill themselves but aren't allowed to die. A repackage of the fifth book in the New York Times best-selling Left Behind series.","['Tim LaHaye', 'Jerry B. Jenkins']",http://books.google.com/books/content?id=vTDUFuTjlVcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=vTDUFuTjlVcC&printsec=frontcover&dq=Apollyon:+Left+Behind,+Volume+5&hl=&cd=1&source=gbs_api","Tyndale House Publishers, Inc.",2011-03-16,https://play.google.com/store/books/details?id=vTDUFuTjlVcC&source=gbs_api,['Fiction'],24.0,B00017JJ5Y,,AVEEHM5TBTHN5,Jason Wreden,0/0,5.0,931046400,Incredible,"The entire series is extremely well written and thought provoking, but this latest installment keeps those die-hard Christians as well as the rest of us on the edge of our seat. Great characterizations and phenomenal detail of the action make this book a great story, whether you belive in the second coming of Christ or not. Can't wait for the next one, and tell everyone if they want a great thriller series, this one is it, and this book is by far the best. Everyone should think about this after they read it, so they don't get left behind. Excellent story all around."
